Operation{accountId=3226, type=DEPOSIT, value=7554}
Operation{accountId=4172, type=DEPOSIT, value=721}
Operation{accountId=898, type=DEPOSIT, value=8201}
Operation{accountId=1881, type=DEPOSIT, value=4720}
Operation{accountId=3211, type=DEPOSIT, value=3970}
Operation{accountId=591, type=DEPOSIT, value=8038}
Operation{accountId=6875, type=DEPOSIT, value=3355}
Operation{accountId=8935, type=DEPOSIT, value=438}
Operation{accountId=1856, type=DEPOSIT, value=8170}
Operation{accountId=7604, type=DEPOSIT, value=4262}
Operation{accountId=4038, type=DEPOSIT, value=7057}
Operation{accountId=945, type=DEPOSIT, value=8620}
Operation{accountId=2544, type=DEPOSIT, value=1428}
Operation{accountId=1225, type=DEPOSIT, value=1585}
Operation{accountId=7684, type=DEPOSIT, value=612}
Operation{accountId=3394, type=DEPOSIT, value=9047}
Operation{accountId=7475, type=DEPOSIT, value=8090}
Operation{accountId=742, type=DEPOSIT, value=3207}
Operation{accountId=8867, type=DEPOSIT, value=7743}
Operation{accountId=8704, type=DEPOSIT, value=9923}
Operation{accountId=2268, type=DEPOSIT, value=7624}
Operation{accountId=4144, type=DEPOSIT, value=1290}
Operation{accountId=4107, type=DEPOSIT, value=1023}
Operation{accountId=6027, type=DEPOSIT, value=5865}
Operation{accountId=9254, type=DEPOSIT, value=9580}
Operation{accountId=2802, type=DEPOSIT, value=4975}
Operation{accountId=8765, type=DEPOSIT, value=5810}
Operation{accountId=8236, type=DEPOSIT, value=1257}
Operation{accountId=9753, type=DEPOSIT, value=7862}
Operation{accountId=4723, type=DEPOSIT, value=3020}
Operation{accountId=1940, type=DEPOSIT, value=7195}
Operation{accountId=5881, type=DEPOSIT, value=2914}
Operation{accountId=2740, type=DEPOSIT, value=5913}
Operation{accountId=6404, type=DEPOSIT, value=9387}
Operation{accountId=4709, type=DEPOSIT, value=6732}
Operation{accountId=4637, type=DEPOSIT, value=7812}
Operation{accountId=1474, type=DEPOSIT, value=4472}
Operation{accountId=2657, type=DEPOSIT, value=2485}
Operation{accountId=8176, type=DEPOSIT, value=1993}
Operation{accountId=4194, type=DEPOSIT, value=9093}
Operation{accountId=9463, type=DEPOSIT, value=6089}
Operation{accountId=2829, type=DEPOSIT, value=792}
Operation{accountId=1038, type=DEPOSIT, value=4923}
Operation{accountId=3208, type=DEPOSIT, value=6728}
Operation{accountId=4658, type=DEPOSIT, value=9045}
Operation{accountId=2840, type=DEPOSIT, value=2321}
Operation{accountId=7394, type=DEPOSIT, value=3658}
Operation{accountId=7228, type=DEPOSIT, value=2662}
Operation{accountId=4762, type=DEPOSIT, value=4389}
Operation{accountId=9946, type=DEPOSIT, value=4402}
Operation{accountId=9979, type=DEPOSIT, value=3442}
Operation{accountId=5156, type=DEPOSIT, value=2121}
Operation{accountId=7971, type=DEPOSIT, value=5206}
Operation{accountId=9687, type=DEPOSIT, value=3469}
Operation{accountId=1582, type=DEPOSIT, value=7327}
Operation{accountId=4544, type=DEPOSIT, value=5500}
Operation{accountId=680, type=DEPOSIT, value=4357}
Operation{accountId=4058, type=DEPOSIT, value=262}
Operation{accountId=8957, type=DEPOSIT, value=896}
Operation{accountId=9768, type=DEPOSIT, value=9660}
Operation{accountId=3904, type=DEPOSIT, value=7939}
Operation{accountId=9307, type=DEPOSIT, value=3492}
Operation{accountId=8084, type=DEPOSIT, value=6150}
Operation{accountId=3681, type=DEPOSIT, value=6873}
Operation{accountId=5754, type=DEPOSIT, value=2226}
Operation{accountId=171, type=DEPOSIT, value=9999}
Operation{accountId=9272, type=DEPOSIT, value=5302}
Operation{accountId=1706, type=DEPOSIT, value=6341}
Operation{accountId=5474, type=DEPOSIT, value=6934}
Operation{accountId=8005, type=DEPOSIT, value=2195}
Operation{accountId=6008, type=DEPOSIT, value=2483}
Operation{accountId=5049, type=DEPOSIT, value=7715}
Operation{accountId=1484, type=DEPOSIT, value=2005}
Operation{accountId=4429, type=DEPOSIT, value=2556}
Operation{accountId=3598, type=DEPOSIT, value=5140}
Operation{accountId=5728, type=DEPOSIT, value=2969}
Operation{accountId=6070, type=DEPOSIT, value=9351}
Operation{accountId=9682, type=DEPOSIT, value=9144}
Operation{accountId=7837, type=DEPOSIT, value=6723}
Operation{accountId=8844, type=DEPOSIT, value=7406}
Operation{accountId=8040, type=DEPOSIT, value=7173}
Operation{accountId=588, type=DEPOSIT, value=9383}
Operation{accountId=9889, type=DEPOSIT, value=4571}
Operation{accountId=7665, type=DEPOSIT, value=5740}
Operation{accountId=4164, type=DEPOSIT, value=8205}
Operation{accountId=7984, type=DEPOSIT, value=4317}
Operation{accountId=6516, type=DEPOSIT, value=5305}
Operation{accountId=5041, type=DEPOSIT, value=590}
Operation{accountId=9192, type=DEPOSIT, value=7628}
Operation{accountId=6233, type=DEPOSIT, value=3615}
Operation{accountId=2181, type=DEPOSIT, value=8540}
Operation{accountId=4836, type=DEPOSIT, value=2866}
Operation{accountId=168, type=DEPOSIT, value=1970}
Operation{accountId=5582, type=DEPOSIT, value=5633}
Operation{accountId=128, type=DEPOSIT, value=5349}
Operation{accountId=9295, type=DEPOSIT, value=568}
Operation{accountId=5190, type=DEPOSIT, value=2417}
Operation{accountId=273, type=DEPOSIT, value=2814}
Operation{accountId=1067, type=DEPOSIT, value=4663}
Operation{accountId=6431, type=DEPOSIT, value=7985}
Operation{accountId=476, type=DEPOSIT, value=3406}
Operation{accountId=5788, type=DEPOSIT, value=31}
Operation{accountId=5412, type=DEPOSIT, value=5639}
Operation{accountId=2876, type=DEPOSIT, value=4833}
Operation{accountId=110, type=DEPOSIT, value=3758}
Operation{accountId=2339, type=DEPOSIT, value=7730}
Operation{accountId=7125, type=DEPOSIT, value=4988}
Operation{accountId=1832, type=DEPOSIT, value=9741}
Operation{accountId=6971, type=DEPOSIT, value=1402}
Operation{accountId=4118, type=DEPOSIT, value=7204}
Operation{accountId=6770, type=DEPOSIT, value=704}
Operation{accountId=2399, type=DEPOSIT, value=7725}
Operation{accountId=5034, type=DEPOSIT, value=4267}
Operation{accountId=1789, type=DEPOSIT, value=631}
Operation{accountId=4728, type=DEPOSIT, value=812}
Operation{accountId=4375, type=DEPOSIT, value=5146}
Operation{accountId=8063, type=DEPOSIT, value=4589}
Operation{accountId=5084, type=DEPOSIT, value=8268}
Operation{accountId=4797, type=DEPOSIT, value=1919}
Operation{accountId=4687, type=DEPOSIT, value=7344}
Operation{accountId=3525, type=DEPOSIT, value=4464}
Operation{accountId=6863, type=DEPOSIT, value=1802}
Operation{accountId=3892, type=DEPOSIT, value=7352}
Operation{accountId=3297, type=DEPOSIT, value=7549}
Operation{accountId=5810, type=DEPOSIT, value=2594}
Operation{accountId=1868, type=DEPOSIT, value=3797}
Operation{accountId=4424, type=DEPOSIT, value=5319}
Operation{accountId=6113, type=DEPOSIT, value=2704}
Operation{accountId=952, type=DEPOSIT, value=5253}
Operation{accountId=4597, type=DEPOSIT, value=5142}
Operation{accountId=4989, type=DEPOSIT, value=4095}
Operation{accountId=1325, type=DEPOSIT, value=7002}
Operation{accountId=4192, type=DEPOSIT, value=9839}
Operation{accountId=3157, type=DEPOSIT, value=9929}
Operation{accountId=8787, type=DEPOSIT, value=2919}
Operation{accountId=6301, type=DEPOSIT, value=6560}
Operation{accountId=2990, type=DEPOSIT, value=6020}
Operation{accountId=9280, type=DEPOSIT, value=1386}
Operation{accountId=3893, type=DEPOSIT, value=8643}
Operation{accountId=6930, type=DEPOSIT, value=3798}
Operation{accountId=7858, type=DEPOSIT, value=7838}
Operation{accountId=405, type=DEPOSIT, value=5159}
Operation{accountId=628, type=DEPOSIT, value=5855}
Operation{accountId=2872, type=DEPOSIT, value=7829}
Operation{accountId=8691, type=DEPOSIT, value=405}
Operation{accountId=9037, type=DEPOSIT, value=8992}
Operation{accountId=6222, type=DEPOSIT, value=1556}
Operation{accountId=5109, type=DEPOSIT, value=2085}
Operation{accountId=2595, type=DEPOSIT, value=4599}
Operation{accountId=5947, type=DEPOSIT, value=8330}
Operation{accountId=5355, type=DEPOSIT, value=7537}
Operation{accountId=9897, type=DEPOSIT, value=9219}
Operation{accountId=9600, type=DEPOSIT, value=2224}
Operation{accountId=9339, type=DEPOSIT, value=1303}
Operation{accountId=3355, type=DEPOSIT, value=5619}
Operation{accountId=2158, type=DEPOSIT, value=6156}
Operation{accountId=7710, type=DEPOSIT, value=9586}
Operation{accountId=1780, type=DEPOSIT, value=7678}
Operation{accountId=5083, type=DEPOSIT, value=9500}
Operation{accountId=1016, type=DEPOSIT, value=5807}
Operation{accountId=7823, type=DEPOSIT, value=2590}
Operation{accountId=3912, type=DEPOSIT, value=9817}
Operation{accountId=1887, type=DEPOSIT, value=9679}
Operation{accountId=2675, type=DEPOSIT, value=4495}
Operation{accountId=1885, type=DEPOSIT, value=3193}
Operation{accountId=2081, type=DEPOSIT, value=578}
Operation{accountId=5015, type=DEPOSIT, value=8801}
Operation{accountId=185, type=DEPOSIT, value=2830}
Operation{accountId=2556, type=DEPOSIT, value=2648}
Operation{accountId=7299, type=DEPOSIT, value=6148}
Operation{accountId=2795, type=DEPOSIT, value=6762}
Operation{accountId=9995, type=DEPOSIT, value=1411}
Operation{accountId=5915, type=DEPOSIT, value=2483}
Operation{accountId=7438, type=DEPOSIT, value=3872}
Operation{accountId=5857, type=DEPOSIT, value=5617}
Operation{accountId=4629, type=DEPOSIT, value=244}
Operation{accountId=609, type=DEPOSIT, value=2789}
Operation{accountId=7611, type=DEPOSIT, value=6660}
Operation{accountId=7332, type=DEPOSIT, value=6803}
Operation{accountId=9740, type=DEPOSIT, value=5868}
Operation{accountId=8657, type=DEPOSIT, value=2361}
Operation{accountId=4892, type=DEPOSIT, value=2517}
Operation{accountId=5611, type=DEPOSIT, value=2141}
Operation{accountId=6257, type=DEPOSIT, value=8742}
Operation{accountId=776, type=DEPOSIT, value=6606}
Operation{accountId=3086, type=DEPOSIT, value=2662}
Operation{accountId=1498, type=DEPOSIT, value=813}
Operation{accountId=9756, type=DEPOSIT, value=3887}
Operation{accountId=5211, type=DEPOSIT, value=212}
Operation{accountId=5207, type=DEPOSIT, value=2830}
Operation{accountId=2601, type=DEPOSIT, value=5284}
Operation{accountId=2931, type=DEPOSIT, value=9303}
Operation{accountId=5372, type=DEPOSIT, value=4029}
Operation{accountId=2570, type=DEPOSIT, value=1862}
Operation{accountId=4176, type=DEPOSIT, value=8758}
Operation{accountId=6195, type=DEPOSIT, value=3936}
Operation{accountId=1444, type=DEPOSIT, value=4988}
Operation{accountId=4367, type=DEPOSIT, value=3656}
Operation{accountId=3005, type=DEPOSIT, value=4343}
Operation{accountId=3779, type=DEPOSIT, value=2797}
Operation{accountId=5447, type=DEPOSIT, value=3592}
Operation{accountId=8061, type=DEPOSIT, value=6592}
Operation{accountId=842, type=DEPOSIT, value=8735}
Operation{accountId=8678, type=DEPOSIT, value=8916}
Operation{accountId=4197, type=DEPOSIT, value=5210}
Operation{accountId=659, type=DEPOSIT, value=8734}
Operation{accountId=7529, type=DEPOSIT, value=6887}
Operation{accountId=791, type=DEPOSIT, value=1644}
Operation{accountId=9172, type=DEPOSIT, value=2954}
Operation{accountId=8808, type=DEPOSIT, value=8354}
Operation{accountId=9737, type=DEPOSIT, value=5322}
Operation{accountId=7340, type=DEPOSIT, value=2591}
Operation{accountId=1241, type=DEPOSIT, value=5845}
Operation{accountId=8848, type=DEPOSIT, value=254}
Operation{accountId=5968, type=DEPOSIT, value=1380}
Operation{accountId=9348, type=DEPOSIT, value=121}
Operation{accountId=7262, type=DEPOSIT, value=4010}
Operation{accountId=8423, type=DEPOSIT, value=1287}
Operation{accountId=6160, type=DEPOSIT, value=3654}
Operation{accountId=7323, type=DEPOSIT, value=7526}
Operation{accountId=3754, type=DEPOSIT, value=5895}
Operation{accountId=9253, type=DEPOSIT, value=3028}
Operation{accountId=1508, type=DEPOSIT, value=7039}
Operation{accountId=8659, type=DEPOSIT, value=2679}
Operation{accountId=5934, type=DEPOSIT, value=4240}
Operation{accountId=5530, type=DEPOSIT, value=541}
Operation{accountId=6961, type=DEPOSIT, value=7203}
Operation{accountId=4394, type=DEPOSIT, value=1373}
Operation{accountId=2068, type=DEPOSIT, value=1176}
Operation{accountId=1248, type=DEPOSIT, value=8396}
Operation{accountId=4408, type=DEPOSIT, value=4088}
Operation{accountId=9641, type=DEPOSIT, value=5724}
Operation{accountId=1904, type=DEPOSIT, value=22}
Operation{accountId=9454, type=DEPOSIT, value=7263}
Operation{accountId=5680, type=DEPOSIT, value=2212}
Operation{accountId=7201, type=DEPOSIT, value=2537}
Operation{accountId=5377, type=DEPOSIT, value=1361}
Operation{accountId=7441, type=DEPOSIT, value=2899}
Operation{accountId=5213, type=DEPOSIT, value=2016}
Operation{accountId=9165, type=DEPOSIT, value=524}
Operation{accountId=9278, type=DEPOSIT, value=3332}
Operation{accountId=595, type=DEPOSIT, value=9770}
Operation{accountId=4942, type=DEPOSIT, value=8311}
Operation{accountId=6372, type=DEPOSIT, value=8094}
Operation{accountId=8922, type=DEPOSIT, value=7594}
Operation{accountId=2326, type=DEPOSIT, value=630}
Operation{accountId=9784, type=DEPOSIT, value=3655}
Operation{accountId=4613, type=DEPOSIT, value=8300}
Operation{accountId=3730, type=DEPOSIT, value=2114}
Operation{accountId=3159, type=DEPOSIT, value=4443}
Operation{accountId=8126, type=DEPOSIT, value=1326}
Operation{accountId=4042, type=DEPOSIT, value=9649}
Operation{accountId=491, type=DEPOSIT, value=8043}
Operation{accountId=909, type=DEPOSIT, value=7072}
Operation{accountId=4458, type=DEPOSIT, value=7213}
Operation{accountId=5016, type=DEPOSIT, value=3087}
Operation{accountId=1750, type=DEPOSIT, value=4985}
Operation{accountId=6424, type=DEPOSIT, value=7854}
Operation{accountId=8178, type=DEPOSIT, value=9480}
Operation{accountId=2171, type=DEPOSIT, value=5607}
Operation{accountId=5758, type=DEPOSIT, value=6574}
Operation{accountId=6580, type=DEPOSIT, value=6239}
Operation{accountId=3574, type=DEPOSIT, value=2260}
Operation{accountId=9964, type=DEPOSIT, value=9019}
Operation{accountId=2423, type=DEPOSIT, value=4001}
Operation{accountId=6758, type=DEPOSIT, value=7952}
Operation{accountId=797, type=DEPOSIT, value=823}
Operation{accountId=3292, type=DEPOSIT, value=9811}
Operation{accountId=3566, type=DEPOSIT, value=5738}
Operation{accountId=7179, type=DEPOSIT, value=5071}
Operation{accountId=2461, type=DEPOSIT, value=6316}
Operation{accountId=3432, type=DEPOSIT, value=2148}
Operation{accountId=5933, type=DEPOSIT, value=3}
Operation{accountId=125, type=DEPOSIT, value=1532}
Operation{accountId=8994, type=DEPOSIT, value=2091}
Operation{accountId=3908, type=DEPOSIT, value=7114}
Operation{accountId=7221, type=DEPOSIT, value=1912}
Operation{accountId=8847, type=DEPOSIT, value=3324}
Operation{accountId=9684, type=DEPOSIT, value=6228}
Operation{accountId=946, type=DEPOSIT, value=4335}
Operation{accountId=8659, type=DEPOSIT, value=7719}
Operation{accountId=2798, type=DEPOSIT, value=8465}
Operation{accountId=2787, type=DEPOSIT, value=6069}
Operation{accountId=3146, type=DEPOSIT, value=6577}
Operation{accountId=7037, type=DEPOSIT, value=5601}
Operation{accountId=5360, type=DEPOSIT, value=2978}
Operation{accountId=5356, type=DEPOSIT, value=1999}
Operation{accountId=129, type=DEPOSIT, value=7631}
Operation{accountId=3012, type=DEPOSIT, value=9670}
Operation{accountId=8166, type=DEPOSIT, value=2409}
Operation{accountId=2482, type=DEPOSIT, value=2196}
Operation{accountId=4244, type=DEPOSIT, value=1036}
Operation{accountId=6882, type=DEPOSIT, value=5612}
Operation{accountId=6363, type=DEPOSIT, value=6272}
Operation{accountId=5735, type=DEPOSIT, value=7979}
Operation{accountId=8267, type=DEPOSIT, value=9194}
Operation{accountId=7211, type=DEPOSIT, value=9897}
Operation{accountId=2836, type=DEPOSIT, value=1650}
Operation{accountId=8803, type=DEPOSIT, value=2826}
Operation{accountId=616, type=DEPOSIT, value=6640}
Operation{accountId=1773, type=DEPOSIT, value=6548}
Operation{accountId=3087, type=DEPOSIT, value=9968}
Operation{accountId=9097, type=DEPOSIT, value=9179}
Operation{accountId=4423, type=DEPOSIT, value=3460}
Operation{accountId=6753, type=DEPOSIT, value=6487}
Operation{accountId=4454, type=DEPOSIT, value=2169}
Operation{accountId=9063, type=DEPOSIT, value=9943}
Operation{accountId=5758, type=DEPOSIT, value=5361}
Operation{accountId=1801, type=DEPOSIT, value=8367}
Operation{accountId=7739, type=DEPOSIT, value=8687}
Operation{accountId=5715, type=DEPOSIT, value=9549}
Operation{accountId=3324, type=DEPOSIT, value=5330}
Operation{accountId=130, type=DEPOSIT, value=7258}
Operation{accountId=4491, type=DEPOSIT, value=6632}
Operation{accountId=9760, type=DEPOSIT, value=6571}
Operation{accountId=7035, type=DEPOSIT, value=7108}
Operation{accountId=1377, type=DEPOSIT, value=9991}
Operation{accountId=4125, type=DEPOSIT, value=4843}
Operation{accountId=681, type=DEPOSIT, value=1555}
Operation{accountId=8351, type=DEPOSIT, value=1848}
Operation{accountId=5879, type=DEPOSIT, value=2601}
Operation{accountId=2834, type=DEPOSIT, value=3391}
Operation{accountId=3218, type=DEPOSIT, value=1400}
Operation{accountId=5270, type=DEPOSIT, value=606}
Operation{accountId=1839, type=DEPOSIT, value=5892}
Operation{accountId=5652, type=DEPOSIT, value=4415}
Operation{accountId=3260, type=DEPOSIT, value=446}
Operation{accountId=247, type=DEPOSIT, value=778}
Operation{accountId=1836, type=DEPOSIT, value=478}
Operation{accountId=3016, type=DEPOSIT, value=9895}
Operation{accountId=1280, type=DEPOSIT, value=6060}
Operation{accountId=229, type=DEPOSIT, value=7842}
Operation{accountId=958, type=DEPOSIT, value=1215}
Operation{accountId=3166, type=DEPOSIT, value=8887}
Operation{accountId=4288, type=DEPOSIT, value=7053}
Operation{accountId=555, type=DEPOSIT, value=7149}
Operation{accountId=1851, type=DEPOSIT, value=5616}
Operation{accountId=5821, type=DEPOSIT, value=9295}
Operation{accountId=9034, type=DEPOSIT, value=9322}
Operation{accountId=7504, type=DEPOSIT, value=7797}
Operation{accountId=4471, type=DEPOSIT, value=6207}
Operation{accountId=7385, type=DEPOSIT, value=6849}
Operation{accountId=4422, type=DEPOSIT, value=5185}
Operation{accountId=5394, type=DEPOSIT, value=2581}
Operation{accountId=7934, type=DEPOSIT, value=1049}
Operation{accountId=1775, type=DEPOSIT, value=8210}
Operation{accountId=5429, type=DEPOSIT, value=5681}
Operation{accountId=6956, type=DEPOSIT, value=5004}
Operation{accountId=4327, type=DEPOSIT, value=8143}
Operation{accountId=5061, type=DEPOSIT, value=6025}
Operation{accountId=9026, type=DEPOSIT, value=1147}
Operation{accountId=8785, type=DEPOSIT, value=7464}
Operation{accountId=8704, type=DEPOSIT, value=8193}
Operation{accountId=460, type=DEPOSIT, value=6254}
Operation{accountId=834, type=DEPOSIT, value=7138}
Operation{accountId=1808, type=DEPOSIT, value=3179}
Operation{accountId=2342, type=DEPOSIT, value=5349}
Operation{accountId=3551, type=DEPOSIT, value=8923}
Operation{accountId=2949, type=DEPOSIT, value=4219}
Operation{accountId=3648, type=DEPOSIT, value=4505}
Operation{accountId=6748, type=DEPOSIT, value=2848}
Operation{accountId=9811, type=DEPOSIT, value=2542}
Operation{accountId=7540, type=DEPOSIT, value=6653}
Operation{accountId=8483, type=DEPOSIT, value=9671}
Operation{accountId=2016, type=DEPOSIT, value=5803}
Operation{accountId=6535, type=DEPOSIT, value=1045}
Operation{accountId=1603, type=DEPOSIT, value=5442}
Operation{accountId=4452, type=DEPOSIT, value=4733}
Operation{accountId=7339, type=DEPOSIT, value=9743}
Operation{accountId=1363, type=DEPOSIT, value=1712}
Operation{accountId=6158, type=DEPOSIT, value=6468}
Operation{accountId=6458, type=DEPOSIT, value=7941}
Operation{accountId=3743, type=DEPOSIT, value=9689}
Operation{accountId=3850, type=DEPOSIT, value=9617}
Operation{accountId=6941, type=DEPOSIT, value=4672}
Operation{accountId=5813, type=DEPOSIT, value=8745}
Operation{accountId=6601, type=DEPOSIT, value=2934}
Operation{accountId=2105, type=DEPOSIT, value=9086}
Operation{accountId=3569, type=DEPOSIT, value=4437}
Operation{accountId=3598, type=DEPOSIT, value=6840}
Operation{accountId=2318, type=DEPOSIT, value=7367}
Operation{accountId=8808, type=DEPOSIT, value=2430}
Operation{accountId=6950, type=DEPOSIT, value=3190}
Operation{accountId=5672, type=DEPOSIT, value=9056}
Operation{accountId=5519, type=DEPOSIT, value=1918}
Operation{accountId=7093, type=DEPOSIT, value=6632}
Operation{accountId=5729, type=DEPOSIT, value=3395}
Operation{accountId=6963, type=DEPOSIT, value=1957}
Operation{accountId=3127, type=DEPOSIT, value=1151}
Operation{accountId=9118, type=DEPOSIT, value=4919}
Operation{accountId=6002, type=DEPOSIT, value=8932}
Operation{accountId=4581, type=DEPOSIT, value=3593}
Operation{accountId=2041, type=DEPOSIT, value=8127}
Operation{accountId=5029, type=DEPOSIT, value=343}
Operation{accountId=7120, type=DEPOSIT, value=269}
Operation{accountId=305, type=DEPOSIT, value=4897}
Operation{accountId=8548, type=DEPOSIT, value=8056}
Operation{accountId=7163, type=DEPOSIT, value=3256}
Operation{accountId=2961, type=DEPOSIT, value=7354}
Operation{accountId=5202, type=DEPOSIT, value=4214}
Operation{accountId=4208, type=DEPOSIT, value=8899}
Operation{accountId=4808, type=DEPOSIT, value=6058}
Operation{accountId=6577, type=DEPOSIT, value=8149}
Operation{accountId=1822, type=DEPOSIT, value=5264}
Operation{accountId=8064, type=DEPOSIT, value=2555}
Operation{accountId=7710, type=DEPOSIT, value=8703}
Operation{accountId=4487, type=DEPOSIT, value=7514}
Operation{accountId=5364, type=DEPOSIT, value=7804}
Operation{accountId=7568, type=DEPOSIT, value=3520}
Operation{accountId=6251, type=DEPOSIT, value=3453}
Operation{accountId=4181, type=DEPOSIT, value=7145}
Operation{accountId=4944, type=DEPOSIT, value=9959}
Operation{accountId=2039, type=DEPOSIT, value=1153}
Operation{accountId=3317, type=DEPOSIT, value=5752}
Operation{accountId=5751, type=DEPOSIT, value=5619}
Operation{accountId=7796, type=DEPOSIT, value=7281}
Operation{accountId=6787, type=DEPOSIT, value=5936}
Operation{accountId=9997, type=DEPOSIT, value=6091}
Operation{accountId=5792, type=DEPOSIT, value=9068}
Operation{accountId=5118, type=DEPOSIT, value=2731}
Operation{accountId=9889, type=DEPOSIT, value=578}
Operation{accountId=2767, type=DEPOSIT, value=8192}
Operation{accountId=658, type=DEPOSIT, value=1799}
Operation{accountId=1927, type=DEPOSIT, value=1864}
Operation{accountId=2323, type=DEPOSIT, value=9340}
Operation{accountId=910, type=DEPOSIT, value=7491}
Operation{accountId=1300, type=DEPOSIT, value=3581}
Operation{accountId=2575, type=DEPOSIT, value=6207}
Operation{accountId=7834, type=DEPOSIT, value=2294}
Operation{accountId=4729, type=DEPOSIT, value=9458}
Operation{accountId=1867, type=DEPOSIT, value=6182}
Operation{accountId=5988, type=DEPOSIT, value=518}
Operation{accountId=1899, type=DEPOSIT, value=9179}
Operation{accountId=2603, type=DEPOSIT, value=735}
Operation{accountId=1092, type=DEPOSIT, value=4445}
Operation{accountId=3865, type=DEPOSIT, value=5384}
Operation{accountId=7259, type=DEPOSIT, value=3303}
Operation{accountId=3684, type=DEPOSIT, value=7564}
Operation{accountId=4629, type=DEPOSIT, value=3615}
Operation{accountId=7825, type=DEPOSIT, value=1360}
Operation{accountId=4854, type=DEPOSIT, value=823}
Operation{accountId=4818, type=DEPOSIT, value=8157}
Operation{accountId=2289, type=DEPOSIT, value=7228}
Operation{accountId=5043, type=DEPOSIT, value=267}
Operation{accountId=8689, type=DEPOSIT, value=5868}
Operation{accountId=3885, type=DEPOSIT, value=4809}
Operation{accountId=3730, type=DEPOSIT, value=6709}
Operation{accountId=8932, type=DEPOSIT, value=6410}
Operation{accountId=1069, type=DEPOSIT, value=9160}
Operation{accountId=2004, type=DEPOSIT, value=7865}
Operation{accountId=5663, type=DEPOSIT, value=2427}
Operation{accountId=8403, type=DEPOSIT, value=1421}
Operation{accountId=7877, type=DEPOSIT, value=8094}
Operation{accountId=1298, type=DEPOSIT, value=6967}
Operation{accountId=8581, type=DEPOSIT, value=1046}
Operation{accountId=886, type=DEPOSIT, value=1848}
Operation{accountId=6140, type=DEPOSIT, value=2789}
Operation{accountId=5821, type=DEPOSIT, value=7776}
Operation{accountId=1072, type=DEPOSIT, value=3691}
Operation{accountId=4639, type=DEPOSIT, value=8641}
Operation{accountId=7313, type=DEPOSIT, value=4278}
Operation{accountId=5587, type=DEPOSIT, value=322}
Operation{accountId=4721, type=DEPOSIT, value=9620}
Operation{accountId=746, type=DEPOSIT, value=6735}
Operation{accountId=5356, type=DEPOSIT, value=8265}
Operation{accountId=4604, type=DEPOSIT, value=8846}
Operation{accountId=9814, type=DEPOSIT, value=2316}
Operation{accountId=5918, type=DEPOSIT, value=6572}
Operation{accountId=2176, type=DEPOSIT, value=6892}
Operation{accountId=6461, type=DEPOSIT, value=6038}
Operation{accountId=4007, type=DEPOSIT, value=8512}
Operation{accountId=2554, type=DEPOSIT, value=5828}
Operation{accountId=3641, type=DEPOSIT, value=4395}
Operation{accountId=5825, type=DEPOSIT, value=6207}
Operation{accountId=9540, type=DEPOSIT, value=2238}
Operation{accountId=983, type=DEPOSIT, value=2948}
Operation{accountId=4205, type=DEPOSIT, value=1080}
Operation{accountId=6799, type=DEPOSIT, value=2496}
Operation{accountId=1146, type=DEPOSIT, value=665}
Operation{accountId=7193, type=DEPOSIT, value=5739}
Operation{accountId=2133, type=WITHDRAW, value=8292}
Operation{accountId=363, type=WITHDRAW, value=8429}
Operation{accountId=9296, type=WITHDRAW, value=1626}
Operation{accountId=6206, type=WITHDRAW, value=9366}
Operation{accountId=5273, type=WITHDRAW, value=3419}
Operation{accountId=614, type=WITHDRAW, value=9152}
Operation{accountId=6445, type=WITHDRAW, value=65}
Operation{accountId=6239, type=WITHDRAW, value=820}
Operation{accountId=9, type=WITHDRAW, value=4438}
Operation{accountId=7092, type=WITHDRAW, value=8784}
Operation{accountId=4029, type=WITHDRAW, value=3823}
Operation{accountId=4779, type=WITHDRAW, value=4731}
Operation{accountId=9561, type=WITHDRAW, value=1878}
Operation{accountId=9214, type=WITHDRAW, value=7283}
Operation{accountId=2932, type=WITHDRAW, value=3394}
Operation{accountId=5076, type=WITHDRAW, value=3941}
Operation{accountId=6459, type=WITHDRAW, value=9061}
Operation{accountId=2830, type=WITHDRAW, value=1144}
Operation{accountId=1430, type=WITHDRAW, value=6434}
Operation{accountId=8509, type=WITHDRAW, value=1527}
Operation{accountId=5190, type=WITHDRAW, value=505}
Operation{accountId=8944, type=WITHDRAW, value=7689}
Operation{accountId=7579, type=WITHDRAW, value=8432}
Operation{accountId=3115, type=WITHDRAW, value=6831}
Operation{accountId=5042, type=WITHDRAW, value=2751}
Operation{accountId=3972, type=WITHDRAW, value=6841}
Operation{accountId=6284, type=WITHDRAW, value=1880}
Operation{accountId=9239, type=WITHDRAW, value=3653}
Operation{accountId=6409, type=WITHDRAW, value=9234}
Operation{accountId=8890, type=WITHDRAW, value=2213}
Operation{accountId=99, type=WITHDRAW, value=465}
Operation{accountId=3706, type=WITHDRAW, value=2924}
Operation{accountId=4952, type=WITHDRAW, value=3811}
Operation{accountId=20, type=WITHDRAW, value=884}
Operation{accountId=6783, type=WITHDRAW, value=7465}
Operation{accountId=6800, type=WITHDRAW, value=2271}
Operation{accountId=9467, type=WITHDRAW, value=5824}
Operation{accountId=4295, type=WITHDRAW, value=6761}
Operation{accountId=8477, type=WITHDRAW, value=6939}
Operation{accountId=2261, type=WITHDRAW, value=406}
Operation{accountId=531, type=WITHDRAW, value=9375}
